Val,Post FT Obama,Region,State,R Age,Marital Status,Education,Military Service,Employed,R Race,R Gender,Pre FT Bush,Pre FT Obama,Pre FT McCain,Pre FT Biden,Pre FT Palin,Pre FT H Clinton,Pre FT B Clinton,Pre FT Condi,Pre FT Rush Lim,Pre FT Dem Party,Pre FT Rep Party,Post FT Bush,Post FT McCain,Post FT Biden,Post FT Palin,FT Rich People,FT Middle Class,FT Poor People,FT Working Class People,FT Ill Immigrants,FT People on Welfare,FT Liberals,FT Conservatives,FT Feminists,FT Environmentalists,FT Gay People,FT Big Business,FT Labor Unions,FT Military,FT Fed Govt,FT Supreme Court,FT Congress,FT Whites,FT Blacks,FT Hispanics,FT Asian Amer,FT Southerners,FT Christian Fundamentalis,FT Catholics,FT Jews,FT Israel,FT Muslims,FT Hindus,FT Christians,FT Atheists,One Party Control Pre,Better Worse Year Ago Pre,Own Stock Pre,Has Health Ins pre,Hopeful About Obama pre,Afraid of Obama pre,Care Who Wins pre,Expect Close Race pre,Duty to vote pre,Economy Better pre,Party ID pre,Iraq War pre,Impact on Terrorismc pre,Attitude to Uni Health Care,Welfare Spending pre,War on Terror Spending,Death Penalty,R Owns Gun,Religion Imp to R,Prays Often,R Born Again,Sexual Orientation,Should combat terrorists,Income Gap,Abortion,Abortion Importance,Prompt to recog Cheney,Prompt to recog Gordon Brown,Prompt to recog J Roberts,Crooks in Govt,Handling Afgan War,Handling Iraq War,Torture
out,100,West,CA,48,Married,13,Not currently serving but previously served,Working now,Native American,Male  ,0,100,0,50,40,100,100,,60,70,0,0,0,60,0,70,100,100,100,50,70,100,70,50,80,100,70,70,100,50,70,80,100,100,100,100,100,50,70,100,100,100,100,70,50,Better when control is split,Worse,No,Yes,Yes,Yes,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Increased,,Increased,Increased,Favor,No,Not important,Never,,Heterosexual or straight,Very important,Much larger,"4. By law, a woman should always be able to obtain an abortion as a",Very important,Yes,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Neither favor nor oppose
out,60,West,CA,75,Widowed,12,R has never served in the military,Retired,White,Female  ,85,50,85,50,85,40,50,70,70,50,85,60,85,40,85,85,85,70,85,40,40,70,85,70,50,70,70,40,100,60,70,70,85,70,85,85,85,85,85,70,85,50,,85,50,Better when one party controls both,The same ,Yes,Yes,Yes,Yes,Care a good deal,Will be close,Yes,Gotten worse,Republican,Worth it,Decreased,Oppose,Increased,Decreased,Favor,No,Important,Several times a day,No,Heterosexual or straight,Very important,About the same,,,No,Yes,Yes,Quite a few are crooked,Disapprove,Approve,Oppose
in,50,West,CA,34,Married,14,Currently serving,Working now,White,Female  ,100,100,100,,100,60,72,,50,70,70,70,85,50,70,60,70,85,85,15,40,60,60,60,70,85,50,60,100,50,70,60,50,50,70,85,85,40,50,50,40,50,50,50,50,Better when control is split,Better,Yes,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,No preference ,,Decreased,,Increased,Kept about the same,Favor,Yes,Not important,,No,Heterosexual or straight,Very important,Somewhat larger,"4. By law, a woman should always be able to obtain an abortion as a",Very important,Yes,Yes,Yes,Not very many are crooked,Neither approve nor disapprove,Approve,Oppose
in,100,West,CA,27,Never married,17,R has never served in the military,Unemployed,White,Female  ,0,85,30,85,15,85,85,30,0,70,15,15,15,85,15,60,70,70,70,60,60,85,40,70,85,70,40,60,70,30,60,60,70,70,70,70,60,40,60,70,60,70,70,60,50,Better when control is split,Worse,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Increased,Favor,Increased,Increased,Oppose,No,Not important,Once a day,No,Heterosexual or straight,Very important,Somewhat larger,,,No,No,Yes,Not very many are crooked,Disapprove,Disapprove,Oppose
out,100,West,CA,55,Divorced,12,R has never served in the military,Working now,Black,Male  ,0,100,0,100,60,100,100,100,0,100,0,40,30,100,15,85,85,85,85,70,85,100,85,85,85,70,70,85,100,100,100,85,85,100,85,70,85,100,100,85,85,60,70,100,30,Better when control is split,Worse,Yes,No,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Worth it,Decreased,Favor,Increased,Increased,Favor,No,Important,Once a week or less,Yes,Heterosexual or straight,Very important,About the same,,,No,No,Yes,Quite a few are crooked,Disapprove,Disapprove,Favor
in,70,West,CA,31,Married,13,R has never served in the military,Working now,Native American,Female  ,40,85,50,,,100,85,50,50,100,50,40,50,,50,85,85,85,85,85,85,50,,85,85,85,40,50,85,50,50,50,85,85,85,85,85,85,85,85,,85,85,85,85,It doesnt matter,Worse,No,No,No,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Stayed about the same,Favor,Increased,Increased,Oppose,No,Important,Several times a day,No,Heterosexual or straight,Very important,,,,No,No,No,Not very many are crooked,Neither approve nor disapprove,Neither approve nor disapprove,Neither favor nor oppose
out,70,West,CA,50,Married,12,R has never served in the military,Working now,Hispanic or Latino,Male  ,60,70,60,,,60,50,,50,50,50,60,50,50,50,40,60,50,85,50,70,50,50,50,50,50,40,70,85,50,60,40,50,50,50,50,50,50,50,50,50,50,50,70,60,Better when control is split,Better,No,Yes,Yes,No,Dont care very much,Win by quite a bit,No,Gotten worse,Independent,Not worth it,Stayed about the same,Neither favor nor oppose,Increased,Kept about the same,Oppose,No,Not important,Never,,Heterosexual or straight,Somewhat important,Somewhat larger,,,Yes,No,Yes,Quite a few are crooked,Disapprove,Disapprove,Oppose
out,50,West,CA,33,Divorced,14,R has never served in the military,Working now,White,Female  ,15,50,85,,95,35,35,70,85,45,45,40,70,75,90,70,100,60,100,30,40,40,80,60,60,60,60,70,70,40,40,30,80,70,60,80,100,80,100,80,50,75,80,100,60,Better when control is split,Worse,No,No,No,Yes,Care a good deal,Will be close,Yes,Gotten worse,Independent,Not worth it,Stayed about the same,,Decreased,Kept about the same,Favor,No,Important,Once a day,No,Heterosexual or straight,Very important,Much larger,"1. By law, abortion should never be permitted.",Very important,No,No,No,Quite a few are crooked,Approve,Approve,Favor
in,85,West,CA,43,Married,12,R has never served in the military,Unemployed,Hispanic or Latino,Male  ,15,85,15,40,,70,50,70,,60,40,40,40,70,40,60,85,90,85,85,60,70,50,70,60,85,70,60,85,85,85,70,85,85,85,70,85,60,85,60,85,50,85,85,,Better when control is split,Worse,No,No,Yes,No,Care a good deal,Win by quite a bit,Yes,Gotten worse,Democrat,Not worth it,Stayed about the same,Favor,Increased,Increased,Favor,No,Important,Once a day,Yes,Heterosexual or straight,Very important,Much smaller,,,Yes,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Oppose
in,70,West,CA,40,Never married,12,R has never served in the military,Working now,White,Female  ,,,,,15,,,,,,,50,50,70,70,50,60,85,100,0,60,,,,,50,60,50,100,50,50,50,100,60,70,60,50,50,85,50,50,,,60,,It doesnt matter,Better,No,Yes,No,No,Dont care very much,Will be close,No,Gotten worse,,,,Favor,Increased,Increased,Favor,No,Important,Once a day,,Heterosexual or straight,Somewhat important,Much larger,,,No,Yes,Yes,Quite a few are crooked,Neither approve nor disapprove,Disapprove,
in,15,West,CA,57,Married,14,Not currently serving but previously served,Working now,White,Male  ,30,0,70,,70,0,0,60,40,0,0,60,70,40,60,50,70,50,85,15,40,15,85,30,0,15,85,70,100,15,30,30,50,50,50,50,50,60,50,50,70,50,60,100,60,It doesnt matter,Worse,Yes,Yes,No,Yes,Care a good deal,Will be close,Yes,Gotten worse,Republican,Not worth it,Decreased,Oppose,Increased,Decreased,Favor,No,Important,Several times a day,Yes,Heterosexual or straight,Very important,About the same,,,No,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Favor
out,100,West,CA,54,Divorced,12,R has never served in the military,Permanently disabled,White,Male  ,0,70,70,,,50,0,,,70,70,15,15,30,50,100,100,100,100,30,100,85,85,75,85,75,100,100,100,75,100,100,100,100,100,100,100,100,100,100,100,85,15,100,75,Better when one party controls both,Better,No,Yes,Yes,No,Dont care very much,Win by quite a bit,Yes,Gotten worse,Independent,Not worth it,Stayed about the same,Favor,Increased,Increased,Favor,No,Important,A few times a week,No,Heterosexual or straight,Very important,About the same,,,Yes,Yes,Yes,Not very many are crooked,Disapprove,Disapprove,Oppose
in,70,West,CA,42,Divorced,12,R has never served in the military,Working now,Hispanic or Latino,Female  ,40,50,70,,50,85,40,,,60,60,50,70,85,70,50,60,100,100,100,70,50,70,70,70,50,60,70,100,60,70,70,50,50,85,50,50,70,50,50,50,50,50,100,50,It doesnt matter,Worse,No,Yes,Yes,Yes,Dont care very much,Will be close,Yes,Gotten worse,Independent,Not worth it,Increased,,Kept about the same,Increased,Favor,No,Important,A few times a week,No,Heterosexual or straight,Very important,Somewhat larger,"1. By law, abortion should never be permitted.",Very important,Yes,No,No,Quite a few are crooked,Disapprove,Disapprove,Oppose
out,85,West,CA,57,Divorced,10,R has never served in the military,Unemployed,White,Female  ,60,70,40,,,70,70,50,50,50,50,40,60,50,60,30,60,70,70,60,60,50,50,60,50,50,40,50,60,40,40,50,70,50,50,50,50,50,70,50,60,50,50,60,50,Better when control is split,Better,No,No,No,No,Dont care very much,Will be close,Yes,Gotten worse,Independent,Not worth it,Stayed about the same,Favor,Kept about the same,Kept about the same,Oppose,Yes,Important,A few times a week,No,Heterosexual or straight,Very important,,,,Yes,Yes,No,Not very many are crooked,Disapprove,Disapprove,Neither favor nor oppose
out,100,West,CA,68,Divorced,12,R has never served in the military,Working now,Black,Female  ,40,70,50,60,40,85,60,60,30,70,50,40,50,100,15,50,50,50,85,0,50,50,50,50,60,50,50,85,85,70,50,50,50,85,50,50,50,100,85,50,50,50,50,100,50,,The same ,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Stayed about the same,,Increased,Kept about the same,Favor,No,Important,Once a day,,Heterosexual or straight,Very important,About the same,"4. By law, a woman should always be able to obtain an abortion as a",Extremely important,Yes,No,Yes,Not very many are crooked,Disapprove,Disapprove,Oppose
out,85,West,CA,30,Never married,12,R has never served in the military,Working now,White,Male  ,0,70,40,60,30,40,85,50,50,60,40,0,40,60,15,40,50,50,85,50,50,50,50,50,70,40,40,60,60,30,50,40,85,85,85,85,50,0,30,50,50,50,40,30,50,Better when one party controls both,Worse,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Other party ,Not worth it,Increased,Neither favor nor oppose,,Kept about the same,Favor,No,Important,Never,,Heterosexual or straight,Somewhat important,,,,No,No,No,Quite a few are crooked,Disapprove,Disapprove,Oppose
out,100,West,CA,53,Married,16,R has never served in the military,Working now,White,Female  ,0,60,30,60,0,60,70,70,0,60,40,0,40,60,0,50,60,60,60,70,50,60,40,60,70,60,15,50,40,40,60,30,60,60,60,60,60,40,60,60,60,60,60,60,50,Better when control is split,The same ,Yes,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Stayed about the same,Favor,Kept about the same,Increased,Oppose,Yes,Important,Several times a day,No,Heterosexual or straight,Somewhat important,Much larger,,,No,No,No,Quite a few are crooked,Neither approve nor disapprove,Disapprove,Oppose
in,50,West,CA,,,,R has never served in the military,Working now,White,Male  ,0,85,50,50,0,100,60,0,0,50,50,0,0,50,0,50,50,50,100,0,0,50,50,0,0,50,50,0,,0,0,0,50,50,50,0,50,0,0,0,,0,0,0,50,,The same ,,Yes,Yes,No,Care a good deal,Win by quite a bit,,Gotten worse,Independent,Not worth it,Stayed about the same,,Kept about the same,Cut out entirely ,Oppose,No,Not important,Never,,Heterosexual or straight,Not important at all,,"4. By law, a woman should always be able to obtain an abortion as a",Very important,No,No,Yes,Quite a few are crooked,Disapprove,Disapprove,Neither favor nor oppose
in,100,West,CA,29,Never married,16,R has never served in the military,Unemployed,White,Female  ,0,100,30,85,30,100,70,40,0,100,15,15,30,70,15,50,50,50,50,50,50,60,30,70,60,50,40,50,60,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,Better when one party controls both,Worse,Yes,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Increased,Favor,Kept about the same,Kept about the same,Oppose,No,Not important,Never,,Heterosexual or straight,Very important,Much larger,,,No,Yes,Yes,Not very many are crooked,Disapprove,Disapprove,Oppose
out,85,West,CA,39,Never married,15,R has never served in the military,Student,White,Female  ,0,85,15,85,0,85,100,15,0,70,15,0,30,85,15,40,70,60,70,60,60,70,40,60,70,85,30,60,40,40,60,50,60,60,70,70,60,15,40,60,40,60,60,40,60,,Worse,Yes,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Increased,,Kept about the same,Increased,Oppose,No,Important,Once a week or less,,Heterosexual or straight,Somewhat important,Much larger,"4. By law, a woman should always be able to obtain an abortion as a",Very important,No,No,No,Quite a few are crooked,Disapprove,Disapprove,Oppose
out,85,West,CA,54,Divorced,12,R has never served in the military,Unemployed,Black,Male  ,0,85,30,70,0,100,100,70,0,70,0,0,40,85,15,40,60,60,85,70,40,40,30,50,60,50,30,70,85,30,60,30,60,40,60,50,40,15,50,50,70,50,40,70,50,Better when one party controls both,Worse,Yes,Yes,Yes,Yes,Care a good deal,Win by quite a bit,Yes,Gotten worse,Democrat,Not worth it,Increased,,Increased,Increased,Oppose,No,Important,Once a day,No,Bisexual,Very important,Much larger,"3. The law should permit abortion for reasons other than rape, incest,",Somewhat important,No,No,Yes,Hardly any are crooked,Disapprove,Disapprove,Oppose
in,80,West,CA,23,Never married,16,R has never served in the military,Working now,White,Male  ,0,70,15,65,1,60,70,55,20,60,10,0,55,70,0,50,100,100,100,100,50,70,40,90,65,100,40,55,40,45,45,60,100,100,100,100,75,5,80,100,30,80,80,50,100,Better when one party controls both,Better,Yes,Yes,Yes,No,Care a good deal,Will be close,No,Gotten better,Independent,Not worth it,Increased,,,Decreased,Oppose,No,Not important,Never,,Heterosexual or straight,Not important at all,Somewhat larger,"4. By law, a woman should always be able to obtain an abortion as a",Very important,No,No,No,Quite a few are crooked,Disapprove,Disapprove,Oppose
out,60,West,CA,35,Never married,11,R has never served in the military,Student,Other ,Male  ,15,50,15,50,,40,40,15,0,50,40,15,15,60,,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,It doesnt matter,Worse,No,No,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Independent,Not worth it,Increased,Favor,Decreased,Increased,Favor,No,Not important,Never,,Heterosexual or straight,Somewhat important,About the same,,,No,No,Yes,Quite a few are crooked,Disapprove,Disapprove,Oppose
in,100,West,CA,51,Married,16,R has never served in the military,Working now,White,Male  ,15,100,0,85,0,85,85,40,0,85,15,0,40,85,15,50,50,50,50,50,50,50,50,50,70,50,30,70,60,40,60,40,50,50,50,50,50,50,50,50,50,50,50,50,50,,Worse,Yes,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Increased,Favor,Increased,Kept about the same,Oppose,No,Not important,Never,,Heterosexual or straight,Very important,Much larger,,,No,No,No,Not very many are crooked,Disapprove,Approve,Oppose
out,85,West,CA,20,Never married,12,R has never served in the military,Unemployed,Black,Male  ,30,85,60,60,50,85,100,60,,100,50,15,70,50,60,50,85,70,100,85,85,70,50,50,85,50,50,85,0,0,0,50,85,85,85,85,85,,85,85,85,85,85,100,70,It doesnt matter,Worse,No,Yes,Yes,No,Care a good deal,Win by quite a bit,No,Stayed about the same,Independent,Not worth it,Increased,,Kept about the same,Increased,Oppose,No,Important,Once a week or less,,Heterosexual or straight,Somewhat important,About the same,"4. By law, a woman should always be able to obtain an abortion as a",Very important,Yes,No,Yes,Quite a few are crooked,Approve,Approve,Oppose
in,100,West,CA,54,Never married,17,R has never served in the military,Working now,White,Female  ,0,100,0,100,0,70,100,0,0,85,0,0,15,100,15,60,85,85,100,85,70,85,30,85,100,85,40,85,60,60,85,70,85,85,85,85,85,30,85,85,85,85,85,85,85,Better when control is split,Worse,No,Yes,Yes,No,Care a good deal,Win by quite a bit,,Gotten worse,Democrat,Not worth it,Increased,Favor,Increased,Increased,Oppose,No,Not important,Once a week or less,,Heterosexual or straight,Very important,Much larger,,,No,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Oppose
in,85,West,CA,35,Never married,16,R has never served in the military,Working now,Other ,Male  ,0,100,40,85,0,100,100,30,15,85,15,0,30,70,0,50,60,50,60,50,50,60,40,60,60,85,40,40,50,50,70,50,50,50,50,50,40,15,50,50,50,50,50,50,50,,Better,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Stayed about the same,Oppose,Kept about the same,Kept about the same,,No,Not important,Never,No,Homosexual or gay ,Very important,Much larger,,,No,Yes,Yes,Not very many are crooked,Disapprove,Disapprove,Neither favor nor oppose
in,85,West,CA,80,Widowed,15,R has never served in the military,Retired,Hispanic or Latino,Male  ,0,75,50,90,0,90,95,40,0,50,50,0,30,85,0,60,70,70,100,50,50,60,40,60,100,70,15,60,85,0,40,55,70,60,70,85,50,15,70,60,40,60,60,70,50,It doesnt matter,The same ,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Stayed about the same,Independent,Not worth it,Increased,Neither favor nor oppose,Kept about the same,Kept about the same,Favor,No,Important,A few times a week,No,Heterosexual or straight,Very important,Much larger,,,No,Yes,No,Quite a few are crooked,Disapprove,Disapprove,Oppose
in,85,West,CA,31,Never married,16,R has never served in the military,Working now,White,Female  ,0,95,5,50,20,75,85,50,0,90,15,15,30,50,50,50,100,100,100,85,85,85,50,85,70,100,30,70,85,50,60,40,50,100,100,100,,,,100,100,100,,100,,Better when one party controls both,Worse,Yes,Yes,No,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Stayed about the same,,Increased,Kept about the same,Oppose,No,Not important,Once a week or less,,,Somewhat important,Much larger,"4. By law, a woman should always be able to obtain an abortion as a",Very important,No,Yes,Yes,Not very many are crooked,Disapprove,Disapprove,Oppose
out,100,West,CA,37,Never married,16,R has never served in the military,Working now,Hispanic or Latino,Male  ,0,100,0,85,0,85,100,0,0,85,0,0,0,85,0,70,100,100,100,85,40,0,15,100,100,100,40,85,100,40,40,70,100,100,100,100,60,0,100,100,100,100,100,100,100,Better when one party controls both,Worse,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Stayed about the same,Neither favor nor oppose,Increased,Increased,Favor,No,Not important,Once a week or less,,Homosexual or gay ,Very important,Much larger,,,Yes,Yes,No,Quite a few are crooked,Disapprove,Disapprove,Oppose
in,85,West,CA,49,Never married,17,R has never served in the military,Working now,White,Male  ,30,60,60,85,15,100,100,70,0,70,15,30,60,85,15,75,85,50,75,15,50,70,30,75,40,85,75,40,80,70,75,70,50,55,50,50,60,10,40,55,85,50,50,50,50,Better when control is split,Better,Yes,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Worth it,Stayed about the same,Oppose,Kept about the same,Kept about the same,Favor,No,Important,A few times a week,,Homosexual or gay ,Very important,Somewhat larger,,,No,No,No,Hardly any are crooked,Disapprove,Disapprove,Neither favor nor oppose
in,85,West,CA,38,Divorced,16,R has never served in the military,Working now,White,Female  ,15,85,30,70,30,70,85,50,50,85,15,15,40,85,30,60,70,50,70,50,50,70,30,60,85,70,40,50,30,30,40,40,50,50,50,50,30,40,50,50,60,40,50,50,50,It doesnt matter,Worse,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Stayed about the same,,Kept about the same,Kept about the same,Oppose,No,Not important,Once a week or less,No,Heterosexual or straight,Somewhat important,Somewhat larger,"4. By law, a woman should always be able to obtain an abortion as a",Somewhat important,No,No,No,Quite a few are crooked,Disapprove,Disapprove,Oppose
