Val,Post FT Obama,Region,R Age,Marital Status,Education,Military Service,Employed,R Race,R Gender,Pre FT Bush,Pre FT Obama,Pre FT McCain,Pre FT Biden,Pre FT Palin,Pre FT H Clinton,Pre FT B Clinton,Pre FT Condi,Pre FT Rush Lim,Pre FT Dem Party,Pre FT Rep Party,Post FT Bush,Post FT McCain,Post FT Biden,Post FT Palin,FT Rich People,FT Middle Class,FT Poor People,FT Working Class People,FT Ill Immigrants,FT People on Welfare,FT Liberals,FT Conservatives,FT Feminists,FT Environmentalists,FT Gay People,FT Big Business,FT Labor Unions,FT Military,FT Fed Govt,FT Supreme Court,FT Congress,FT Whites,FT Blacks,FT Hispanics,FT Asian Amer,FT Southerners,FT Christian Fundamentalis,FT Catholics,FT Jews,FT Israel,FT Muslims,FT Hindus,FT Christians,FT Atheists,One Party Control Pre,Better Worse Year Ago Pre,Own Stock Pre,Has Health Ins pre,Hopeful About Obama pre,Afraid of Obama pre,Care Who Wins pre,Expect Close Race pre,Duty to vote pre,Economy Better pre,Party ID pre,Iraq War pre,Impact on Terrorismc pre,"Attitude to Uni Health Care, pre",Welfare Spending pre,War on Terror Spending,Death Penalty,R Owns Gun,Religion Imp to R,Prays Often,R Born Again,Sexual Orientation,Should combat terrorists,Income Gap,Abortion,Abortion Importance,Prompt to recog Cheney,Prompt to recog Gordon Brown,Prompt to recog J Roberts,Crooks in Govt,Handling Afgan War,Handling Iraq War,Torture
in,85,West,46,Married,14,R has never served in the military,Permanently disabled,White,Male,15,85,30,85,40,70,70,30,15,60,15,15,60,70,50,50,50,50,50,40,50,70,50,50,70,50,50,50,60,60,70,70,50,50,50,50,50,70,85,50,50,50,50,85,50,Better when control is split,Worse,Yes,Yes,Yes,No,Care a good deal,Win by quite a bit,Yes,Gotten worse,Democrat,Not worth it,Increased,,Increased,Increased,Favor,Yes,Important,A few times a week,No,Heterosexual or straight,Very important,Much larger,"4. By law, a woman should always be able to obtain an abortion as a",Extremely important,No,No,No,Quite a few are crooked,Disapprove,Disapprove,Oppose
out,40,West,57,Married,16,R has never served in the military,Working now,White,Male,85,15,70,15,85,30,30,60,60,30,60,70,60,30,85,50,85,100,85,15,85,40,70,50,40,50,85,30,85,30,70,30,85,85,85,85,85,85,85,85,85,85,85,100,60,Better when control is split,Better,No,Yes,No,Yes,Care a good deal,Will be close,Yes,Gotten worse,Republican,Worth it,Decreased,Oppose,Kept about the same,Kept about the same,,Yes,Important,Several times a day,Yes,Heterosexual or straight,Very important,About the same,,,No,No,No,Not very many are crooked,Approve,Approve,Oppose
out,50,West,42,Married,15,R has never served in the military,Working now,Other ,Male,100,60,85,50,10,70,40,100,85,15,85,85,70,50,85,100,100,100,100,100,50,30,100,100,30,100,100,30,85,40,100,15,100,100,100,100,100,100,100,100,100,85,100,100,100,It doesnt matter,Better,Yes,Yes,No,Yes,Care a good deal,Will be close,No,Gotten worse,Republican,Worth it,Decreased,Oppose,Kept about the same,Increased,Favor,Yes,Important,Once a day,Yes,Heterosexual or straight,Very important,Much larger,,,No,No,Yes,Not very many are crooked,Approve,Approve,Favor
out,85,West,64,Married,13,R has never served in the military,Temporarily laid off,White,Female,40,85,60,70,40,50,40,,60,100,60,60,50,70,50,100,100,100,100,50,30,70,60,70,50,70,85,100,100,60,70,70,100,100,100,100,100,60,100,100,60,60,100,100,50,Better when control is split,Worse,No,No,Yes,Yes,Care a good deal,Will be close,Yes,Gotten worse,Independent,Not worth it,Decreased,Favor,Kept about the same,Kept about the same,Favor,,Important,Several times a day,No,Heterosexual or straight,Very important,Much larger,,,Yes,No,Yes,Quite a few are crooked,Neither approve nor disapprove,Neither approve nor disapprove,Favor
in,85,West,65,Married,14,R has never served in the military,Retired,White,Female,0,85,15,70,0,100,100,15,0,100,0,0,40,70,0,50,50,70,85,30,60,60,40,60,50,85,70,40,70,60,50,50,50,70,70,70,70,15,40,70,60,60,70,40,50,Better when control is split,Worse,Yes,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Increased,Oppose,Decreased,Kept about the same,Favor,Yes,Not important,Once a week or less,,Heterosexual or straight,Somewhat important,Much larger,,,No,No,Yes,Quite a few are crooked,Disapprove,Disapprove,Oppose
in,85,West,46,Divorced,13,R has never served in the military,Working now,White,Male,30,60,30,50,70,60,85,50,15,70,15,0,40,50,50,40,85,70,100,0,40,50,40,40,30,60,40,40,85,0,60,15,85,60,50,60,50,40,50,50,40,50,50,40,50,It doesnt matter,Worse,Yes,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Independent,Not worth it,Increased,Favor,Decreased,Decreased,Favor,Yes,Not important,Once a day,No,Heterosexual or straight,Very important,Much larger,,,No,No,No,Quite a few are crooked,Disapprove,Disapprove,Neither favor nor oppose
out,85,West,,Married,16,R has never served in the military,Working now,White,Female,0,85,15,70,15,100,100,30,0,85,30,0,15,85,0,85,85,85,85,70,70,85,50,85,85,85,70,85,85,70,70,70,85,85,85,85,70,60,85,85,70,85,85,85,85,Better when one party controls both,Worse,Yes,Yes,Yes,No,Care a good deal,Win by quite a bit,Yes,Gotten worse,Democrat,Not worth it,Increased,Favor,Increased,Increased,Favor,No,Not important,Once a week or less,,Heterosexual or straight,Somewhat important,Much larger,,,No,Yes,Yes,Not very many are crooked,Disapprove,Disapprove,Oppose
out,85,West,26,Never married,13,R has never served in the military,Working now,White,Female,30,70,50,40,0,30,70,70,0,50,50,30,50,50,0,50,50,50,50,30,40,50,50,60,50,50,40,40,50,40,50,50,50,50,50,50,50,30,50,50,50,50,50,40,100,Better when control is split,Worse,Yes,Yes,No,No,Care a good deal,Will be close,Yes,Gotten worse,Independent,Not worth it,Stayed about the same,,Decreased,Kept about the same,Favor,No,Not important,Several times a day,,Heterosexual or straight,Very important,Much larger,"4. By law, a woman should always be able to obtain an abortion as a",Extremely important,Yes,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Oppose
out,60,West,35,Married,12,R has never served in the military,Working now,White,Male,60,60,50,,50,85,0,,,,,40,40,,,40,70,60,85,0,15,95,40,30,60,,70,30,85,30,60,15,30,70,40,60,40,0,30,60,50,60,50,30,70,Better when one party controls both,Better,No,Yes,Yes,No,Dont care very much,Will be close,No,Gotten better,Other party ,Worth it,Decreased,,Increased,Kept about the same,Favor,No,Not important,Never,,Heterosexual or straight,Very important,Much larger,"2. The law should permit abortion only in case of rape, incest, or",Very important,Yes,Yes,Yes,Not very many are crooked,Approve,Approve,Favor
out,80,West,34,Married,16,R has never served in the military,Working now,Other ,Male,15,70,50,50,50,40,60,50,40,50,50,30,50,50,15,40,60,50,80,60,40,40,50,50,60,70,40,60,50,40,60,40,60,60,50,60,60,30,30,50,50,50,50,60,50,Better when control is split,Better,Yes,Yes,Yes,No,Care a good deal,Will be close,No,Gotten worse,Republican,Not worth it,Stayed about the same,,Increased,Decreased,Favor,No,Important,Once a week or less,No,Heterosexual or straight,Very important,Somewhat smaller,"4. By law, a woman should always be able to obtain an abortion as a",Very important,No,Yes,No,Quite a few are crooked,Disapprove,Disapprove,Neither favor nor oppose
out,100,West,20,Never married,14,R has never served in the military,Working now,Black,Female,30,60,50,,40,60,60,60,50,50,60,15,50,50,40,40,60,60,100,50,50,50,50,50,70,50,40,60,70,60,40,50,50,100,50,50,50,50,50,50,50,50,50,100,50,Better when control is split,Worse,No,Yes,Yes,No,Care a good deal,Win by quite a bit,Yes,Gotten worse,No preference ,Not worth it,Stayed about the same,,Kept about the same,Increased,Oppose,No,Important,Several times a day,Yes,Heterosexual or straight,Very important,Much larger,"1. By law, abortion should never be permitted.",Extremely important,Yes,Yes,Yes,Quite a few are crooked,Neither approve nor disapprove,Disapprove,Oppose
in,85,West,86,Widowed,10,R has never served in the military,Retired,White,Male,0,50,40,,,50,70,,,70,0,40,,,,70,70,70,60,60,60,70,70,60,70,50,70,40,85,40,60,50,85,85,60,70,50,50,70,70,30,50,85,60,50,Better when control is split,The same ,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Stayed about the same,Favor,Kept about the same,Increased,Favor,No,,Once a week or less,,Heterosexual or straight,Very important,Much larger,,,Yes,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Favor
out,50,West,36,Never married,16,R has never served in the military,Working now,Asian,Male,70,50,70,60,85,40,30,50,15,40,70,60,70,40,70,50,50,50,60,40,30,50,70,40,60,50,60,50,70,50,60,30,60,50,60,60,60,50,60,50,50,50,50,60,50,It doesnt matter,The same ,Yes,Yes,No,No,Care a good deal,,Yes,Gotten worse,Republican,Worth it,Decreased,Oppose,Kept about the same,Kept about the same,Favor,No,Not important,Never,No,Heterosexual or straight,Very important,Much larger,,,No,Yes,Yes,Quite a few are crooked,Approve,Approve,Favor
in,85,West,27,Never married,15,R has never served in the military,Working now,White,Male,70,100,50,50,100,85,50,70,40,50,50,50,60,85,100,85,85,50,100,15,50,40,50,30,40,60,40,85,60,70,70,40,50,50,50,50,70,50,100,50,50,50,70,100,50,Better when control is split,Better,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Independent,Not worth it,Stayed about the same,Oppose,Increased,Increased,Favor,No,Important,Once a week or less,No,Heterosexual or straight,Very important,Much larger,,,No,Yes,No,Not very many are crooked,Approve,Disapprove,Favor
in,70,West,,Divorced,14,R has never served in the military,Homemaker,White,Female,30,,70,,,100,85,70,,70,70,40,70,,85,30,70,85,85,15,70,40,40,60,,50,70,40,85,40,85,60,60,70,70,70,70,,30,85,30,,30,100,,Better when one party controls both,Better,No,Yes,Yes,Yes,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Stayed about the same,Favor,Kept about the same,Kept about the same,Oppose,No,Important,Several times a day,Yes,Heterosexual or straight,Very important,About the same,,,Yes,No,No,,Disapprove,Disapprove,Oppose
in,90,West,46,Divorced,6,R has never served in the military,Unemployed,Hispanic or Latino,Female,40,85,40,,50,65,90,,,85,40,40,40,40,50,40,50,40,80,50,50,40,40,70,40,30,50,40,40,50,50,60,40,40,50,40,20,40,70,30,20,35,40,50,30,Better when one party controls both,Worse,No,No,Yes,No,Care a good deal,Win by quite a bit,Yes,Gotten worse,Democrat,Not worth it,Stayed about the same,,Increased,Increased,Oppose,No,Important,Once a day,Yes,Heterosexual or straight,Very important,Somewhat larger,Other  ,Very important,No,No,No,Not very many are crooked,Disapprove,Disapprove,Neither favor nor oppose
out,50,West,63,Married,12,R has never served in the military,Retired,Other ,Female,70,70,70,,60,60,70,,,70,70,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,It doesnt matter,The same ,No,Yes,Yes,No,Dont care very much,,No,Gotten worse,,Not worth it,Stayed about the same,,Increased,Decreased,Oppose,No,Important,Other ,Yes,Heterosexual or straight,Very important,About the same,"1. By law, abortion should never be permitted.",Very important,No,No,No,Not very many are crooked,Neither approve nor disapprove,Neither approve nor disapprove,Neither favor nor oppose
out,95,West,58,Separated,4,R has never served in the military,Temporarily laid off,Hispanic or Latino,Female,0,50,70,50,70,50,70,50,50,70,70,,,20,20,50,50,80,50,90,50,50,50,80,40,20,40,40,50,50,50,50,50,50,80,50,40,50,80,40,40,30,30,50,30,It doesnt matter,Better,No,Yes,No,No,Care a good deal,Win by quite a bit,Yes,Gotten worse,Republican,Not worth it,Stayed about the same,,Increased,Increased,Oppose,No,Important,A few times a week,No,Heterosexual or straight,Very important,About the same,"1. By law, abortion should never be permitted.",Extremely important,No,No,No,,Disapprove,Disapprove,Neither favor nor oppose
in,100,West,50,Married,6,R has never served in the military,Working now,Other ,Male,60,100,60,100,70,100,100,60,70,85,50,0,100,,,50,80,100,100,100,50,,,40,70,,100,100,100,70,100,70,100,80,100,40,,70,100,100,,30,30,100,30,Better when one party controls both,Worse,No,Yes,No,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Worth it,Increased,Favor,Decreased,Kept about the same,Oppose,,Important,Once a day,No,Heterosexual or straight,Very important,Much larger,,,Yes,Yes,No,Not very many are crooked,Neither approve nor disapprove,Neither approve nor disapprove,Oppose
out,100,West,47,Widowed,11,Not currently serving but previously served,Working now,Hispanic or Latino,Male,60,85,60,85,,85,85,70,,100,30,100,100,85,,100,100,100,100,100,100,100,100,85,100,85,100,85,85,100,100,85,100,100,100,100,100,100,100,100,100,100,100,100,60,Better when control is split,Better,No,No,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Decreased,Favor,Increased,Increased,Oppose,Yes,Important,Once a day,Yes,Heterosexual or straight,Very important,About the same,,,No,No,No,Hardly any are crooked,Neither approve nor disapprove,Neither approve nor disapprove,Oppose
in,95,West,65,Married,15,R has never served in the military,Working now,Hispanic or Latino,Female,60,100,40,60,30,100,100,,,100,40,40,80,,30,,100,100,100,100,,,100,,100,,,100,100,100,100,100,100,100,100,,100,100,100,,,,,100,,Better when control is split,Worse,Yes,No,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Worth it,Stayed about the same,Favor,Kept about the same,Increased,Favor,No,Important,A few times a week,Yes,Heterosexual or straight,Very important,Somewhat smaller,,,Yes,Yes,Yes,Not very many are crooked,Disapprove,Disapprove,Oppose
in,60,West,77,Widowed,16,Not currently serving but previously served,Retired,Hispanic or Latino,Male,100,0,100,0,100,0,0,70,70,0,100,100,85,0,100,100,100,100,100,70,70,0,100,15,0,60,100,60,100,60,70,60,85,70,70,100,100,70,100,100,100,70,60,100,15,Better when one party controls both,Better,Yes,Yes,No,Yes,Care a good deal,Win by quite a bit,Yes,Gotten worse,Republican,Worth it,Decreased,,Increased,Kept about the same,Favor,Yes,Important,Several times a day,No,Heterosexual or straight,Very important,About the same,"4. By law, a woman should always be able to obtain an abortion as a",Extremely important,No,Yes,Yes,Hardly any are crooked,Approve,Approve,Favor
in,100,West,53,Never married,17,R has never served in the military,Working now,Asian,Female,0,85,40,70,30,60,60,50,15,70,50,0,50,85,40,60,85,60,100,40,30,60,60,60,70,85,40,50,70,30,60,60,85,85,85,85,85,50,60,85,60,60,50,70,50,Better when control is split,Worse,Yes,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Stayed about the same,Neither favor nor oppose,Increased,Increased,Favor,No,Important,Once a day,,Heterosexual or straight,Very important,Much larger,,,No,Yes,Yes,Quite a few are crooked,Neither approve nor disapprove,Disapprove,Neither favor nor oppose
in,85,West,61,Divorced,17,R has never served in the military,Working now,White,Female,30,85,40,70,40,85,85,50,0,70,40,15,40,70,60,70,70,60,85,60,60,70,30,70,60,100,60,50,60,40,40,60,70,70,70,70,85,0,70,70,70,70,60,15,50,Better when control is split,Worse,Yes,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Stayed about the same,,Kept about the same,Increased,Favor,Yes,Not important,Once a week or less,,Homosexual or gay ,Very important,Much larger,,,No,Yes,No,Hardly any are crooked,Neither approve nor disapprove,Disapprove,Favor
out,85,West,51,Married,16,R has never served in the military,Temporarily laid off,White,Male,30,70,60,85,40,70,85,30,50,70,60,15,50,70,50,60,70,70,70,30,60,60,60,40,85,40,30,30,70,40,50,50,50,50,50,50,50,50,50,50,60,50,50,50,50,Better when control is split,Worse,Yes,Yes,Yes,Yes,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Stayed about the same,Favor,Increased,Kept about the same,Favor,No,Important,Once a day,,Heterosexual or straight,Very important,Much larger,,,No,Yes,Yes,Not very many are crooked,Neither approve nor disapprove,Disapprove,Oppose
out,100,West,40,Divorced,16,R has never served in the military,Working now,White,Female,0,85,40,50,70,70,60,50,15,85,30,15,30,85,40,60,100,60,100,85,60,40,15,40,70,60,50,70,70,60,50,60,60,85,85,40,50,15,40,70,50,50,50,60,50,Better when control is split,Worse,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Increased,,Kept about the same,Kept about the same,Oppose,No,Not important,Once a day,No,Heterosexual or straight,Very important,Much larger,"4. By law, a woman should always be able to obtain an abortion as a",Extremely important,No,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Oppose
out,60,West,59,Never married,17,R has never served in the military,Working now,White,Female,15,50,40,60,50,70,100,15,30,30,30,15,60,40,40,40,70,60,85,15,15,40,40,60,85,70,70,60,85,30,15,15,85,50,50,70,50,0,50,50,60,50,50,50,50,Better when control is split,Better,Yes,Yes,Yes,No,Dont care very much,Will be close,Yes,Gotten worse,Independent,Not worth it,Increased,,Kept about the same,Decreased,Favor,Yes,Not important,Once a week or less,No,Heterosexual or straight,Very important,Much larger,"4. By law, a woman should always be able to obtain an abortion as a",Very important,No,No,No,Quite a few are crooked,Disapprove,Disapprove,Oppose
in,60,West,76,Married,17,Currently serving,Retired,White,Male,85,30,100,40,100,0,0,15,70,15,85,60,70,40,70,70,60,60,70,0,70,60,60,50,60,40,60,30,85,70,40,40,100,60,60,85,60,70,85,100,100,0,50,100,0,Better when one party controls both,Worse,No,Yes,No,Yes,Care a good deal,Will be close,Yes,Gotten worse,Republican,Worth it,Decreased,Oppose,Increased,Increased,Favor,No,Important,Several times a day,Yes,Heterosexual or straight,Very important,Much larger,,,No,Yes,Yes,Quite a few are crooked,Neither approve nor disapprove,Approve,Neither favor nor oppose
in,85,West,85,Married,12,Not currently serving but previously served,Retired,White,Male,30,70,50,60,30,60,70,85,50,100,40,30,60,70,40,60,85,70,70,30,85,70,70,50,60,70,60,70,60,60,70,60,85,70,60,60,70,,85,80,50,50,50,70,30,Better when control is split,Worse,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Stayed about the same,Oppose,Kept about the same,Kept about the same,,No,Important,Once a day,No,Heterosexual or straight,Very important,Much larger,,,No,Yes,No,Not very many are crooked,Disapprove,Disapprove,Oppose
in,40,West,65,Widowed,16,R has never served in the military,Working now,White,Female,100,30,70,50,100,30,15,85,70,40,60,100,70,50,100,70,100,100,100,30,70,30,70,30,30,15,85,30,100,30,30,30,100,100,100,100,100,100,70,100,100,,85,100,70,,The same ,Yes,Yes,No,No,Care a good deal,Will be close,Yes,Gotten worse,Republican,Worth it,Increased,Oppose,Kept about the same,Increased,Favor,No,Important,Several times a day,Yes,Heterosexual or straight,Very important,Much larger,,,No,Yes,Yes,Quite a few are crooked,Neither approve nor disapprove,Neither approve nor disapprove,Favor
out,95,West,27,Never married,10,R has never served in the military,Working now,Hispanic or Latino,Male,10,90,35,75,15,70,75,50,10,60,15,5,50,75,35,30,80,65,90,50,45,50,40,35,90,45,15,70,10,10,30,30,50,50,50,50,50,40,50,50,50,50,50,60,50,Better when control is split,Worse,No,No,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Independent,Not worth it,Increased,Favor,Decreased,Increased,,No,Important,Several times a day,No,Heterosexual or straight,Very important,Much larger,,,No,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Neither favor nor oppose
out,60,West,21,Never married,11,R has never served in the military,Working now,Hispanic or Latino,Male,30,60,50,,,50,50,40,,50,50,30,50,50,50,50,85,85,100,50,70,50,,40,70,50,60,50,0,50,40,50,100,100,100,100,50,50,50,50,60,50,50,70,50,Better when one party controls both,Worse,Yes,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Independent,Not worth it,Decreased,Oppose,Kept about the same,Kept about the same,Favor,No,Important,Once a day,No,Heterosexual or straight,Very important,Somewhat larger,,,Yes,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Oppose
